"pandemicday","estimate","sevalue","class","severity","ymin","ymax"
232,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
239,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
245.5,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
252.5,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
259.5,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
266,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
273.5,-0.194314736225686,0.0817472437277153,"cort","moderate",0.701496524432201,0.966484383239775
280.5,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
286.5,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
293.5,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
300.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
307.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
314.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
321.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
328.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
335.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
342.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
349.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
356.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
363.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
370.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
377.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
384.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
394.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
404.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
415,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
423.5,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
427,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
433,-0.20509681610752,0.0815379407343986,"cort","moderate",0.694258312199684,0.955727496306867
440.5,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
447,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
453.5,-0.199063067022833,0.0809005035620438,"cort","moderate",0.699333140799596,0.960311008267188
464,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
474.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
485,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
495.5,-0.199063067022834,0.0809005036092021,"cort","moderate",0.699333140734956,0.960311008355949
